,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,foreground_genes
1963,GO:0042446,0.00839646729219275,0.999310027233382,5,7,hormone biosynthetic process,BP,CYP11A1;HSD3B2;HSD17B3;DHCR7;HSD17B11
1120,GO:0016229,0.0123714962679987,0.999514920982079,3,4,steroid dehydrogenase activity,MF,HSD3B2;HSD17B3;HSD17B11
1721,GO:0033764,0.0123714962679987,0.999514920982079,3,4,steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,MF,HSD3B2;HSD17B3;HSD17B11
969,GO:0010817,0.0123755139453329,0.99863931298752,5,8,regulation of hormone levels,BP,CYP11A1;HSD3B2;HSD17B3;DHCR7;HSD17B11
1962,GO:0042445,0.0123755139453329,0.99863931298752,5,8,hormone metabolic process,BP,CYP11A1;HSD3B2;HSD17B3;DHCR7;HSD17B11
727,GO:0008209,0.0252065598464598,0.998677909001427,3,4,androgen metabolic process,BP,HSD3B2;HSD17B3;HSD17B11
1157,GO:0016614,0.0275059714741887,0.995473081729772,5,10,oxidoreductase activity, acting on CH-OH group of donors,MF,HSD3B2;HSD17B3;AOX1;HSD17B11;BDH2
1554,GO:0031965,0.0306440940890733,1,2,2,nuclear membrane,CC,DHCR7;IFI27
9,GO:0000122,0.0324038128849691,1,1,1,negative regulation of transcription from RNA polymerase II promoter,BP,IFI27
49,GO:0001085,0.0324038128849691,1,1,1,RNA polymerase II transcription factor binding,MF,IFI27
51,GO:0001102,0.0324038128849691,1,1,1,RNA polymerase II activating transcription factor binding,MF,IFI27
353,GO:0005521,0.0324038128849691,1,1,1,lamin binding,MF,IFI27
372,GO:0005637,0.0324038128849691,1,1,1,nuclear inner membrane,CC,IFI27
514,GO:0006611,0.0324038128849691,1,1,1,protein export from nucleus,BP,IFI27
711,GO:0008134,0.0324038128849691,1,1,1,transcription factor binding,MF,IFI27
1717,GO:0033613,0.0324038128849691,1,1,1,activating transcription factor binding,MF,IFI27
2309,GO:0045892,0.0324038128849691,1,1,1,negative regulation of transcription, DNA-templated,BP,IFI27
2402,GO:0046825,0.0324038128849691,1,1,1,regulation of protein export from nucleus,BP,IFI27
2641,GO:0051168,0.0324038128849691,1,1,1,nuclear export,BP,IFI27
3378,GO:1903507,0.0324038128849691,1,1,1,negative regulation of nucleic acid-templated transcription,BP,IFI27
1797,GO:0034754,0.032697729043159,0.995873502513031,4,7,cellular hormone metabolic process,BP,CYP11A1;HSD3B2;HSD17B3;HSD17B11
1159,GO:0016616,0.0332720938773852,0.995346486394243,4,8,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,MF,HSD3B2;HSD17B3;HSD17B11;BDH2
786,GO:0009058,0.0609277536109363,0.976713585542507,16,59,biosynthetic process,BP,ACSF2;PNP;HEXB;MRI1;CYP11A1;HSD3B2;TICAM1;ACCS;HSD17B3;PDK4;RBMS3;DHCR7;HSD17B11;BDH2;IFI27;RNASEL
427,GO:0006026,0.0698103218409031,1,2,2,aminoglycan catabolic process,BP,HEXB;IDUA
428,GO:0006027,0.0698103218409031,1,2,2,glycosaminoglycan catabolic process,BP,HEXB;IDUA
