,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,foreground_genes
1421,GO:0030258,0.00228809722021069,0.999573025948921,13,20,lipid modification,BP,HACL1;ACAT1;ACADVL;ACAA2;ABCG1;ACAT2;ECI1;ETFDH;DECR1;FGF18;CPT1C;ZFYVE21;ETFB
518,GO:0006635,0.00273585968848033,0.999679363449686,9,12,fatty acid beta-oxidation,BP,ACAT1;ACADVL;ACAA2;ACAT2;ECI1;ETFDH;DECR1;CPT1C;ETFB
789,GO:0009062,0.00281812561202955,0.999602912174915,10,14,fatty acid catabolic process,BP,HACL1;ACAT1;ACADVL;ACAA2;ACAT2;ECI1;ETFDH;DECR1;CPT1C;ETFB
3046,GO:0072329,0.00609745018409845,0.998924765793181,10,15,monocarboxylic acid catabolic process,BP,HACL1;ACAT1;ACADVL;ACAA2;ACAT2;ECI1;ETFDH;DECR1;CPT1C;ETFB
1282,GO:0019395,0.0112326045788902,0.99764088227818,10,16,fatty acid oxidation,BP,HACL1;ACAT1;ACADVL;ACAA2;ACAT2;ECI1;ETFDH;DECR1;CPT1C;ETFB
1773,GO:0034440,0.0112326045788902,0.99764088227818,10,16,lipid oxidation,BP,HACL1;ACAT1;ACADVL;ACAA2;ACAT2;ECI1;ETFDH;DECR1;CPT1C;ETFB
879,GO:0009887,0.0206832396533305,1,4,4,animal organ morphogenesis,BP,RBP4;TH;PSMB10;FGF18
2372,GO:0046488,0.0236056493756221,1,4,4,phosphatidylinositol metabolic process,BP,PLA2G16;FGF18;ZFYVE21;DPM3
880,GO:0009888,0.0265811715955913,0.995470014682306,7,10,tissue development,BP,ACAT1;RBP4;ACADVL;KRT10;PSMB10;PLA2G16;FGF18
352,GO:0005515,0.0300162648832422,0.988496457870467,31,74,protein binding,MF,HACL1;ACAT1;PXMP2;PXK;RBP4;CNIH4;ARL6IP4;ACAA2;TH;NUDT7;TSFM;ABCG1;ACAT2;BOLA1;DEPTOR;FADD;PSMB10;LAGE3;TBC1D14;NUDT6;HNF1A;PTS;PLA2G16;LINGO1;FGF18;CPT1C;ZFYVE21;DPM3;ETFB;PEPD;IFI30
382,GO:0005759,0.0328407791618848,0.990760620209146,10,18,mitochondrial matrix,CC,ACAT1;MRPL14;ACADVL;ACAA2;PUS1;TSFM;ECI1;ETFDH;DECR1;ETFB
1102,GO:0016054,0.0382525776749158,0.988885252392983,10,18,organic acid catabolic process,BP,HACL1;ACAT1;ACADVL;ACAA2;ACAT2;ECI1;ETFDH;DECR1;CPT1C;ETFB
2350,GO:0046395,0.0382525776749158,0.988885252392983,10,18,carboxylic acid catabolic process,BP,HACL1;ACAT1;ACADVL;ACAA2;ACAT2;ECI1;ETFDH;DECR1;CPT1C;ETFB
1713,GO:0033539,0.0396175711496874,1,3,3,fatty acid beta-oxidation using acyl-CoA dehydrogenase,BP,ACADVL;ETFDH;ETFB
243,GO:0003988,0.0404754691015196,1,3,3,acetyl-CoA C-acyltransferase activity,MF,ACAT1;ACAA2;ACAT2
2156,GO:0044255,0.0412566895796885,0.983616307299093,18,39,cellular lipid metabolic process,BP,HACL1;ACAT1;RBP4;ACADVL;ACAA2;TH;NUDT7;ABCG1;ACAT2;ECI1;ETFDH;PLA2G16;DECR1;FGF18;CPT1C;ZFYVE21;DPM3;ETFB
2865,GO:0061448,0.0470271565118414,1,3,3,connective tissue development,BP,ACAT1;PLA2G16;FGF18
1559,GO:0031974,0.0503162614980558,0.978757536335877,20,45,membrane-enclosed lumen,CC,HACL1;MSRA;ACAT1;MRPL14;ACADVL;ARL6IP4;ACAA2;PUS1;NUDT7;TSFM;ACAT2;ECI1;ETFDH;PSMB10;LAGE3;TBC1D14;DECR1;FGF18;ETFB;IFI30
