,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,foreground_genes
11710,GO:0044281,7.38372834069096e-21,1,57,1974,small molecule metabolic process,BP,EBP;PDK4;PECR;PHYH;MSRA;MRI1;HSD17B3;MRAP;APOC1;EXTL1;ACSF2;PNP;ABCG1;BDH2;ACADVL;MGST2;ACSM5;PSMB10;RGN;FADS1;GHR;NNMT;CPT2;PLA2G16;HSD17B10;ETFB;HACL1;GALT;RBP4;CYP17A1;ACAT1;IDUA;AOX1;ECHDC2;SARDH;SHPK;HEXB;FABP3;NUDT7;CPT1C;PCBD1;MDH1;PON2;IDH1;DECR1;STAR;PEPD;ACP5;ECI1;CYP11A1;DERA;DHCR7;CYB5A;PTS;SLC1A3;ELOVL6;ETFDH
2977,GO:0006082,1.82780519078377e-19,1,41,1031,organic acid metabolic process,BP,PDK4;PECR;PHYH;MSRA;MRI1;APOC1;EXTL1;ACSF2;PNP;BDH2;ACADVL;MGST2;ACSM5;PSMB10;RGN;FADS1;GHR;CPT2;HSD17B10;ETFB;HACL1;ACAT1;IDUA;ECHDC2;SARDH;HEXB;FABP3;CPT1C;PCBD1;MDH1;PON2;IDH1;DECR1;STAR;PEPD;ECI1;CYB5A;PTS;SLC1A3;ELOVL6;ETFDH
3340,GO:0006629,1.9195874115707e-19,1,44,1307,lipid metabolic process,BP,EBP;PDK4;PECR;PHYH;DPM3;ZFYVE21;HSD17B3;APOC1;HSD17B11;ACSF2;ABCG1;BDH2;ACADVL;ACSM5;RGN;FADS1;GHR;FGF18;ASAH2;CPT2;PLA2G16;HSD17B10;ETFB;HACL1;RBP4;CYP17A1;ANG;ACAT1;ECHDC2;HEXB;FABP3;HSD3B2;NUDT7;CPT1C;PON2;IDH1;DECR1;STAR;GLA;ECI1;CYP11A1;DHCR7;ELOVL6;ETFDH
11406,GO:0043436,8.10196292798876e-19,1,40,1016,oxoacid metabolic process,BP,PDK4;PECR;PHYH;MSRA;MRI1;APOC1;EXTL1;ACSF2;BDH2;ACADVL;MGST2;ACSM5;PSMB10;RGN;FADS1;GHR;CPT2;HSD17B10;ETFB;HACL1;ACAT1;IDUA;ECHDC2;SARDH;HEXB;FABP3;CPT1C;PCBD1;MDH1;PON2;IDH1;DECR1;STAR;PEPD;ECI1;CYB5A;PTS;SLC1A3;ELOVL6;ETFDH
6685,GO:0019752,2.4273849677484e-18,1,38,909,carboxylic acid metabolic process,BP,PDK4;PECR;PHYH;MSRA;MRI1;APOC1;ACSF2;BDH2;ACADVL;MGST2;ACSM5;PSMB10;RGN;FADS1;GHR;CPT2;HSD17B10;ETFB;HACL1;ACAT1;IDUA;ECHDC2;SARDH;FABP3;CPT1C;PCBD1;MDH1;PON2;IDH1;DECR1;STAR;PEPD;ECI1;CYB5A;PTS;SLC1A3;ELOVL6;ETFDH
11692,GO:0044255,1.23249450626545e-16,1,36,1021,cellular lipid metabolic process,BP,PDK4;PECR;PHYH;DPM3;ZFYVE21;APOC1;ACSF2;ABCG1;BDH2;ACADVL;ACSM5;RGN;FADS1;GHR;FGF18;ASAH2;CPT2;PLA2G16;ETFB;HACL1;RBP4;ANG;ACAT1;ECHDC2;HEXB;FABP3;NUDT7;CPT1C;PON2;IDH1;DECR1;STAR;GLA;ECI1;ELOVL6;ETFDH
3341,GO:0006631,3.3411944538926e-16,1,23,330,fatty acid metabolic process,BP,PDK4;PECR;PHYH;APOC1;ACSF2;BDH2;ACADVL;ACSM5;RGN;FADS1;GHR;CPT2;ETFB;HACL1;ACAT1;ECHDC2;FABP3;CPT1C;PON2;DECR1;ECI1;ELOVL6;ETFDH
8735,GO:0032787,3.08203285284392e-15,1,27,540,monocarboxylic acid metabolic process,BP,PDK4;PECR;PHYH;APOC1;ACSF2;BDH2;ACADVL;ACSM5;RGN;FADS1;GHR;CPT2;ETFB;HACL1;ACAT1;IDUA;ECHDC2;FABP3;CPT1C;PON2;IDH1;DECR1;STAR;ECI1;SLC1A3;ELOVL6;ETFDH
11870,GO:0044710,3.91596440818023e-15,1,69,4067,single-organism metabolic process,BP,EBP;PDK4;PECR;ALG5;PHYH;IFI30;DPM3;ZFYVE21;MSRA;MRI1;HSD17B3;MRAP;APOC1;HSD17B11;EXTL1;ACSF2;PNP;ABCG1;BDH2;PYCARD;ACADVL;MGST2;ACSM5;PSMB10;RGN;FADS1;GHR;FGF18;ASAH2;NNMT;CPT2;PLA2G16;HSD17B10;ETFB;HACL1;GALT;RBP4;CYP17A1;ANG;ACAT1;IDUA;AOX1;ECHDC2;SARDH;SHPK;HEXB;FABP3;HSD3B2;NUDT7;CPT1C;PCBD1;MDH1;PON2;IDH1;DECR1;LDHD;STAR;PEPD;ACP5;GLA;ECI1;CYP11A1;DERA;DHCR7;CYB5A;PTS;SLC1A3;ELOVL6;ETFDH
6599,GO:0019395,6.12993925899923e-15,1,14,95,fatty acid oxidation,BP,PDK4;PHYH;BDH2;ACADVL;CPT2;ETFB;HACL1;ACAT1;ECHDC2;FABP3;CPT1C;DECR1;ECI1;ETFDH
