,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,foreground_genes
3119,GO:0043228,0.00236896220209729,0.99923609284424,22,48,non-membrane-bounded organelle,CC,ACTN2;MYO7A;CDKN1A;FRMPD1;KITLG;MRO;PHLDA1;CAMSAP3;PLEKHH2;SDC4;PRKACB;HMGN5;PTPN7;ACSL4;FHOD3;MARK4;ESPN;PDE4B;UNC119;CGN;WT1;MSN
3123,GO:0043232,0.00236896220209729,0.99923609284424,22,48,intracellular non-membrane-bounded organelle,CC,ACTN2;MYO7A;CDKN1A;FRMPD1;KITLG;MRO;PHLDA1;CAMSAP3;PLEKHH2;SDC4;PRKACB;HMGN5;PTPN7;ACSL4;FHOD3;MARK4;ESPN;PDE4B;UNC119;CGN;WT1;MSN
4060,GO:0051017,0.00539292910243472,0.999719537131684,5,6,actin filament bundle assembly,BP,PIK3R1;SDC4;ITGB5;ESPN;CTGF
4734,GO:0061572,0.00539292910243472,0.999719537131684,5,6,actin filament bundle organization,BP,PIK3R1;SDC4;ITGB5;ESPN;CTGF
677,GO:0005813,0.011117972484161,0.998942625319945,5,7,centrosome,CC,CAMSAP3;PRKACB;MARK4;PDE4B;UNC119
990,GO:0007266,0.0123807158972934,1,3,3,Rho protein signal transduction,BP,RHOB;RHOJ;ITGA3
490,GO:0003723,0.0127693827621205,1,3,3,RNA binding,MF,HMGN5;WT1;MSN
645,GO:0005730,0.0173806180676331,0.998921935526658,4,5,nucleolus,CC,CDKN1A;MRO;PHLDA1;WT1
5470,GO:0098858,0.0175301183420479,0.997438562845194,6,9,actin-based cell projection,CC,ACTN2;MYO7A;KITLG;ESPN;ITGA3;MSN
1934,GO:0030038,0.0179499963440679,0.998874309444015,4,5,contractile actin filament bundle assembly,BP,PIK3R1;SDC4;ITGB5;CTGF
3093,GO:0043149,0.0179499963440679,0.998874309444015,4,5,stress fiber assembly,BP,PIK3R1;SDC4;ITGB5;CTGF
12,GO:0000086,0.0188560084852297,1,3,3,G2/M transition of mitotic cell cycle,BP,CDKN1A;PHLDA1;FOXO4
3385,GO:0044839,0.0188560084852297,1,3,3,cell cycle G2/M phase transition,BP,CDKN1A;PHLDA1;FOXO4
989,GO:0007265,0.0189409261201702,0.997207189232926,5,9,Ras protein signal transduction,BP,CDKN1A;RHOB;KITLG;RHOJ;ITGA3
1085,GO:0008092,0.024618723332323,0.991581337542817,13,27,cytoskeletal protein binding,MF,ACTN2;MYO7A;REEP1;CAMSAP3;PLEKHH2;FHOD3;RAB39B;MARK4;ESPN;DAAM2;PDE4B;CGN;MSN
934,GO:0007050,0.0269567416452404,0.996283955966561,4,8,cell cycle arrest,BP,CDKN1A;GAS6;HMGN5;FOXO4
2134,GO:0031032,0.0290137712375693,0.994603313782478,6,10,actomyosin structure organization,BP,ACTN2;PIK3R1;SDC4;ITGB5;FHOD3;CTGF
1074,GO:0008037,0.0306315009485877,1,3,3,cell recognition,BP,MFGE8;LAMA5;MSN
693,GO:0005902,0.0313247456430936,1,3,3,microvillus,CC,MYO7A;ESPN;MSN
4891,GO:0071156,0.0337072963336368,0.99700511320806,3,5,regulation of cell cycle arrest,BP,CDKN1A;HMGN5;FOXO4
919,GO:0007015,0.0347408345328578,0.991197159473088,8,14,actin filament organization,BP,ACTN2;PLEKHH2;PIK3R1;SDC4;ITGB5;FHOD3;ESPN;CTGF
2549,GO:0033158,0.038707936752152,1,2,2,regulation of protein import into nucleus, translocation,BP,CDKN1A;GAS6
2146,GO:0031091,0.0427116726448861,0.997060994138806,3,4,platelet alpha granule,CC,ACTN2;GAS6;SERPINA5
203,GO:0001968,0.0433332188335836,0.99699921575442,3,4,fibronectin binding,MF,SDC4;CTGF;ITGA3
4004,GO:0050839,0.0440566449409447,0.988842195468602,7,13,cell adhesion molecule binding,MF,ACTN2;MFGE8;LAMA5;CGN;CTGF;ITGA3;MSN
2640,GO:0034605,0.0442981567444809,1,2,2,cellular response to heat,BP,CDKN1A;SLC52A3
4351,GO:0060041,0.0443424111667492,1,2,2,retina development in camera-type eye,BP,RHOJ;DLL1
5625,GO:1901654,0.0453709512385338,0.993220750137526,4,7,response to ketone,BP,CDKN1A;GAS6;CLDN1;MSN
1967,GO:0030175,0.04570855326781,0.994195634732557,4,6,filopodium,CC,ACTN2;KITLG;ITGA3;MSN
579,GO:0005178,0.0465005596134508,0.991923606479683,5,8,integrin binding,MF,ACTN2;MFGE8;LAMA5;CTGF;ITGA3
5164,GO:0072341,0.0465676785863941,0.99525622843463,3,5,modified amino acid binding,MF,MFGE8;GAS6;PTGES
4091,GO:0051128,0.0467094138797017,0.978225420483705,19,54,regulation of cellular component organization,BP,ACTN2;CDKN1A;RHOJ;MFGE8;CAMSAP3;PLEKHH2;PIK3R1;GAS6;SDC4;FHOD3;ESPN;DLL1;UNC119;CLDN1;CTGF;ITGA3;WT1;MSN;SH3BP4
4093,GO:0051130,0.0467128829825375,0.982351122127643,11,29,positive regulation of cellular component organization,BP,ACTN2;MFGE8;PIK3R1;GAS6;SDC4;ESPN;DLL1;CLDN1;CTGF;ITGA3;MSN
678,GO:0005815,0.0470358819759439,0.990935790861899,5,9,microtubule organizing center,CC,CAMSAP3;PRKACB;MARK4;PDE4B;UNC119
1578,GO:0016043,0.047639161370977,0.975693187011382,37,122,cellular component organization,BP,LAMA1;ACTN2;MYO7A;CDKN1A;NRTN;REEP1;PRND;RHOJ;NUAK2;MFGE8;CAMSAP3;PLEKHH2;PIK3R1;GAS6;LAMA5;SDC4;ITGB5;SEMA6C;ITGB8;SERPINA5;HMGN5;RIN3;ACSL4;CRISPLD2;FHOD3;RAB39B;MARK4;ESPN;DAAM2;DLL1;UNC119;CLDN1;CTGF;ITGA3;WT1;MSN;SH3BP4
5011,GO:0071840,0.047639161370977,0.975693187011382,37,122,cellular component organization or biogenesis,BP,LAMA1;ACTN2;MYO7A;CDKN1A;NRTN;REEP1;PRND;RHOJ;NUAK2;MFGE8;CAMSAP3;PLEKHH2;PIK3R1;GAS6;LAMA5;SDC4;ITGB5;SEMA6C;ITGB8;SERPINA5;HMGN5;RIN3;ACSL4;CRISPLD2;FHOD3;RAB39B;MARK4;ESPN;DAAM2;DLL1;UNC119;CLDN1;CTGF;ITGA3;WT1;MSN;SH3BP4
951,GO:0007160,0.0494363831175823,0.987106612023745,7,13,cell-matrix adhesion,BP,ACTN2;PIK3R1;LAMA5;SDC4;ITGB5;CTGF;ITGA3
3396,GO:0045023,0.0499185193307913,1,2,2,G0 to G1 transition,BP,FOXO4;CTGF
4809,GO:0070316,0.0499185193307913,1,2,2,regulation of G0 to G1 transition,BP,FOXO4;CTGF
1540,GO:0015631,0.0502137183136664,0.993400107688282,4,6,tubulin binding,MF,REEP1;CAMSAP3;MARK4;PDE4B
